Plan,Name,Min,Max,Cost,Annual,Send,PPS,
"$77,245",High Volume,"7,820,001","7,825,000","$77,245","$772,450","93,900,000",$0.0098,
"$77,294",High Volume,"7,825,001","7,830,000","$77,294","$772,940","93,960,000",$0.0098,
"$77,343",High Volume,"7,830,001","7,835,000","$77,343","$773,430","94,020,000",$0.0098,
"$77,392",High Volume,"7,835,001","7,840,000","$77,392","$773,920","94,080,000",$0.0098,
"$77,441",High Volume,"7,840,001","7,845,000","$77,441","$774,410","94,140,000",$0.0098,
"$77,490",High Volume,"7,845,001","7,850,000","$77,490","$774,900","94,200,000",$0.0098,
"$77,539",High Volume,"7,850,001","7,855,000","$77,539","$775,390","94,260,000",$0.0098,
"$77,588",High Volume,"7,855,001","7,860,000","$77,588","$775,880","94,320,000",$0.0098,
"$77,637",High Volume,"7,860,001","7,865,000","$77,637","$776,370","94,380,000",$0.0098,
"$77,686",High Volume,"7,865,001","7,870,000","$77,686","$776,860","94,440,000",$0.0098,
"$77,735",High Volume,"7,870,001","7,875,000","$77,735","$777,350","94,500,000",$0.0098,
"$77,784",High Volume,"7,875,001","7,880,000","$77,784","$777,840","94,560,000",$0.0098,
"$77,833",High Volume,"7,880,001","7,885,000","$77,833","$778,330","94,620,000",$0.0098,
"$77,882",High Volume,"7,885,001","7,890,000","$77,882","$778,820","94,680,000",$0.0098,
"$77,931",High Volume,"7,890,001","7,895,000","$77,931","$779,310","94,740,000",$0.0098,
"$77,980",High Volume,"7,895,001","7,900,000","$77,980","$779,800","94,800,000",$0.0098,
"$78,029",High Volume,"7,900,001","7,905,000","$78,029","$780,290","94,860,000",$0.0098,
"$78,078",High Volume,"7,905,001","7,910,000","$78,078","$780,780","94,920,000",$0.0098,
"$78,127",High Volume,"7,910,001","7,915,000","$78,127","$781,270","94,980,000",$0.0098,
"$78,176",High Volume,"7,915,001","7,920,000","$78,176","$781,760","95,040,000",$0.0098,
"$78,225",High Volume,"7,920,001","7,925,000","$78,225","$782,250","95,100,000",$0.0098,
"$78,274",High Volume,"7,925,001","7,930,000","$78,274","$782,740","95,160,000",$0.0098,
"$78,323",High Volume,"7,930,001","7,935,000","$78,323","$783,230","95,220,000",$0.0098,
"$78,372",High Volume,"7,935,001","7,940,000","$78,372","$783,720","95,280,000",$0.0098,
"$78,421",High Volume,"7,940,001","7,945,000","$78,421","$784,210","95,340,000",$0.0098,
"$78,470",High Volume,"7,945,001","7,950,000","$78,470","$784,700","95,400,000",$0.0098,
"$78,519",High Volume,"7,950,001","7,955,000","$78,519","$785,190","95,460,000",$0.0098,
"$78,568",High Volume,"7,955,001","7,960,000","$78,568","$785,680","95,520,000",$0.0098,
"$78,617",High Volume,"7,960,001","7,965,000","$78,617","$786,170","95,580,000",$0.0098,
"$78,666",High Volume,"7,965,001","7,970,000","$78,666","$786,660","95,640,000",$0.0098,
"$78,715",High Volume,"7,970,001","7,975,000","$78,715","$787,150","95,700,000",$0.0098,
"$78,764",High Volume,"7,975,001","7,980,000","$78,764","$787,640","95,760,000",$0.0098,
"$78,813",High Volume,"7,980,001","7,985,000","$78,813","$788,130","95,820,000",$0.0098,
"$78,862",High Volume,"7,985,001","7,990,000","$78,862","$788,620","95,880,000",$0.0098,
"$78,911",High Volume,"7,990,001","7,995,000","$78,911","$789,110","95,940,000",$0.0098,
"$78,960",High Volume,"7,995,001","8,000,000","$78,960","$789,600","96,000,000",$0.0098,
"$79,009",High Volume,"8,000,001","8,005,000","$79,009","$790,090","96,060,000",$0.0098,
"$79,058",High Volume,"8,005,001","8,010,000","$79,058","$790,580","96,120,000",$0.0098,
"$79,107",High Volume,"8,010,001","8,015,000","$79,107","$791,070","96,180,000",$0.0098,
"$79,156",High Volume,"8,015,001","8,020,000","$79,156","$791,560","96,240,000",$0.0098,
"$79,205",High Volume,"8,020,001","8,025,000","$79,205","$792,050","96,300,000",$0.0098,
"$79,254",High Volume,"8,025,001","8,030,000","$79,254","$792,540","96,360,000",$0.0098,
"$79,303",High Volume,"8,030,001","8,035,000","$79,303","$793,030","96,420,000",$0.0098,
"$79,352",High Volume,"8,035,001","8,040,000","$79,352","$793,520","96,480,000",$0.0098,
"$79,401",High Volume,"8,040,001","8,045,000","$79,401","$794,010","96,540,000",$0.0098,
"$79,450",High Volume,"8,045,001","8,050,000","$79,450","$794,500","96,600,000",$0.0098,
"$79,499",High Volume,"8,050,001","8,055,000","$79,499","$794,990","96,660,000",$0.0098,
"$79,548",High Volume,"8,055,001","8,060,000","$79,548","$795,480","96,720,000",$0.0098,
"$79,597",High Volume,"8,060,001","8,065,000","$79,597","$795,970","96,780,000",$0.0098,
"$79,646",High Volume,"8,065,001","8,070,000","$79,646","$796,460","96,840,000",$0.0098,
"$79,695",High Volume,"8,070,001","8,075,000","$79,695","$796,950","96,900,000",$0.0098,
"$79,744",High Volume,"8,075,001","8,080,000","$79,744","$797,440","96,960,000",$0.0098,
"$79,793",High Volume,"8,080,001","8,085,000","$79,793","$797,930","97,020,000",$0.0098,
"$79,842",High Volume,"8,085,001","8,090,000","$79,842","$798,420","97,080,000",$0.0098,
"$79,891",High Volume,"8,090,001","8,095,000","$79,891","$798,910","97,140,000",$0.0098,
"$79,940",High Volume,"8,095,001","8,100,000","$79,940","$799,400","97,200,000",$0.0098,
"$79,989",High Volume,"8,100,001","8,105,000","$79,989","$799,890","97,260,000",$0.0098,
"$80,038",High Volume,"8,105,001","8,110,000","$80,038","$800,380","97,320,000",$0.0098,
"$80,087",High Volume,"8,110,001","8,115,000","$80,087","$800,870","97,380,000",$0.0098,
"$80,136",High Volume,"8,115,001","8,120,000","$80,136","$801,360","97,440,000",$0.0098,
"$80,185",High Volume,"8,120,001","8,125,000","$80,185","$801,850","97,500,000",$0.0098,
"$80,234",High Volume,"8,125,001","8,130,000","$80,234","$802,340","97,560,000",$0.0098,
"$80,283",High Volume,"8,130,001","8,135,000","$80,283","$802,830","97,620,000",$0.0098,
"$80,332",High Volume,"8,135,001","8,140,000","$80,332","$803,320","97,680,000",$0.0098,
"$80,381",High Volume,"8,140,001","8,145,000","$80,381","$803,810","97,740,000",$0.0098,
"$80,430",High Volume,"8,145,001","8,150,000","$80,430","$804,300","97,800,000",$0.0098,
"$80,479",High Volume,"8,150,001","8,155,000","$80,479","$804,790","97,860,000",$0.0098,
"$80,528",High Volume,"8,155,001","8,160,000","$80,528","$805,280","97,920,000",$0.0098,
"$80,577",High Volume,"8,160,001","8,165,000","$80,577","$805,770","97,980,000",$0.0098,
"$80,626",High Volume,"8,165,001","8,170,000","$80,626","$806,260","98,040,000",$0.0098,
"$80,675",High Volume,"8,170,001","8,175,000","$80,675","$806,750","98,100,000",$0.0098,
"$80,724",High Volume,"8,175,001","8,180,000","$80,724","$807,240","98,160,000",$0.0098,
"$80,773",High Volume,"8,180,001","8,185,000","$80,773","$807,730","98,220,000",$0.0098,
"$80,822",High Volume,"8,185,001","8,190,000","$80,822","$808,220","98,280,000",$0.0098,
"$80,871",High Volume,"8,190,001","8,195,000","$80,871","$808,710","98,340,000",$0.0098,
"$80,920",High Volume,"8,195,001","8,200,000","$80,920","$809,200","98,400,000",$0.0098,
"$80,969",High Volume,"8,200,001","8,205,000","$80,969","$809,690","98,460,000",$0.0098,
"$81,018",High Volume,"8,205,001","8,210,000","$81,018","$810,180","98,520,000",$0.0098,
"$81,067",High Volume,"8,210,001","8,215,000","$81,067","$810,670","98,580,000",$0.0098,
"$81,116",High Volume,"8,215,001","8,220,000","$81,116","$811,160","98,640,000",$0.0098,
"$81,165",High Volume,"8,220,001","8,225,000","$81,165","$811,650","98,700,000",$0.0098,
"$81,214",High Volume,"8,225,001","8,230,000","$81,214","$812,140","98,760,000",$0.0098,
"$81,263",High Volume,"8,230,001","8,235,000","$81,263","$812,630","98,820,000",$0.0098,
"$81,312",High Volume,"8,235,001","8,240,000","$81,312","$813,120","98,880,000",$0.0098,
"$81,361",High Volume,"8,240,001","8,245,000","$81,361","$813,610","98,940,000",$0.0098,
"$81,410",High Volume,"8,245,001","8,250,000","$81,410","$814,100","99,000,000",$0.0098,
"$81,459",High Volume,"8,250,001","8,255,000","$81,459","$814,590","99,060,000",$0.0098,
"$81,508",High Volume,"8,255,001","8,260,000","$81,508","$815,080","99,120,000",$0.0098,
"$81,557",High Volume,"8,260,001","8,265,000","$81,557","$815,570","99,180,000",$0.0098,
"$81,606",High Volume,"8,265,001","8,270,000","$81,606","$816,060","99,240,000",$0.0098,
"$81,655",High Volume,"8,270,001","8,275,000","$81,655","$816,550","99,300,000",$0.0098,
"$81,704",High Volume,"8,275,001","8,280,000","$81,704","$817,040","99,360,000",$0.0098,
"$81,753",High Volume,"8,280,001","8,285,000","$81,753","$817,530","99,420,000",$0.0098,
"$81,802",High Volume,"8,285,001","8,290,000","$81,802","$818,020","99,480,000",$0.0098,
"$81,851",High Volume,"8,290,001","8,295,000","$81,851","$818,510","99,540,000",$0.0098,
"$81,900",High Volume,"8,295,001","8,300,000","$81,900","$819,000","99,600,000",$0.0098,
"$81,949",High Volume,"8,300,001","8,305,000","$81,949","$819,490","99,660,000",$0.0098,
"$81,998",High Volume,"8,305,001","8,310,000","$81,998","$819,980","99,720,000",$0.0098,
"$82,047",High Volume,"8,310,001","8,315,000","$82,047","$820,470","99,780,000",$0.0098,
"$82,096",High Volume,"8,315,001","8,320,000","$82,096","$820,960","99,840,000",$0.0098,
"$82,145",High Volume,"8,320,001","8,325,000","$82,145","$821,450","99,900,000",$0.0098,
"$82,194",High Volume,"8,325,001","8,330,000","$82,194","$821,940","99,960,000",$0.0098,
"$82,243",High Volume,"8,330,001","8,335,000","$82,243","$822,430","100,020,000",$0.0098,
"$82,292",High Volume,"8,335,001","8,340,000","$82,292","$822,920","100,080,000",$0.0098,
"$82,341",High Volume,"8,340,001","8,345,000","$82,341","$823,410","100,140,000",$0.0098,
"$82,390",High Volume,"8,345,001","8,350,000","$82,390","$823,900","100,200,000",$0.0098,
"$82,439",High Volume,"8,350,001","8,355,000","$82,439","$824,390","100,260,000",$0.0098,
"$82,488",High Volume,"8,355,001","8,360,000","$82,488","$824,880","100,320,000",$0.0098,
"$82,537",High Volume,"8,360,001","8,365,000","$82,537","$825,370","100,380,000",$0.0098,
"$82,586",High Volume,"8,365,001","8,370,000","$82,586","$825,860","100,440,000",$0.0098,
"$82,635",High Volume,"8,370,001","8,375,000","$82,635","$826,350","100,500,000",$0.0098,
"$82,684",High Volume,"8,375,001","8,380,000","$82,684","$826,840","100,560,000",$0.0098,
"$82,733",High Volume,"8,380,001","8,385,000","$82,733","$827,330","100,620,000",$0.0098,
"$82,782",High Volume,"8,385,001","8,390,000","$82,782","$827,820","100,680,000",$0.0098,
"$82,831",High Volume,"8,390,001","8,395,000","$82,831","$828,310","100,740,000",$0.0098,
"$82,880",High Volume,"8,395,001","8,400,000","$82,880","$828,800","100,800,000",$0.0098,
"$82,929",High Volume,"8,400,001","8,405,000","$82,929","$829,290","100,860,000",$0.0098,
"$82,978",High Volume,"8,405,001","8,410,000","$82,978","$829,780","100,920,000",$0.0098,
"$83,027",High Volume,"8,410,001","8,415,000","$83,027","$830,270","100,980,000",$0.0098,
"$83,076",High Volume,"8,415,001","8,420,000","$83,076","$830,760","101,040,000",$0.0098,
"$83,125",High Volume,"8,420,001","8,425,000","$83,125","$831,250","101,100,000",$0.0098,
"$83,174",High Volume,"8,425,001","8,430,000","$83,174","$831,740","101,160,000",$0.0098,
"$83,223",High Volume,"8,430,001","8,435,000","$83,223","$832,230","101,220,000",$0.0098,
"$83,272",High Volume,"8,435,001","8,440,000","$83,272","$832,720","101,280,000",$0.0098,
"$83,321",High Volume,"8,440,001","8,445,000","$83,321","$833,210","101,340,000",$0.0098,
"$83,370",High Volume,"8,445,001","8,450,000","$83,370","$833,700","101,400,000",$0.0098,
"$83,419",High Volume,"8,450,001","8,455,000","$83,419","$834,190","101,460,000",$0.0098,
"$83,468",High Volume,"8,455,001","8,460,000","$83,468","$834,680","101,520,000",$0.0098,
"$83,517",High Volume,"8,460,001","8,465,000","$83,517","$835,170","101,580,000",$0.0098,
"$83,566",High Volume,"8,465,001","8,470,000","$83,566","$835,660","101,640,000",$0.0098,
"$83,615",High Volume,"8,470,001","8,475,000","$83,615","$836,150","101,700,000",$0.0098,
"$83,664",High Volume,"8,475,001","8,480,000","$83,664","$836,640","101,760,000",$0.0098,
"$83,713",High Volume,"8,480,001","8,485,000","$83,713","$837,130","101,820,000",$0.0098,
"$83,762",High Volume,"8,485,001","8,490,000","$83,762","$837,620","101,880,000",$0.0098,
"$83,811",High Volume,"8,490,001","8,495,000","$83,811","$838,110","101,940,000",$0.0098,
"$83,860",High Volume,"8,495,001","8,500,000","$83,860","$838,600","102,000,000",$0.0098,
"$83,909",High Volume,"8,500,001","8,505,000","$83,909","$839,090","102,060,000",$0.0098,
"$83,958",High Volume,"8,505,001","8,510,000","$83,958","$839,580","102,120,000",$0.0098,
"$84,007",High Volume,"8,510,001","8,515,000","$84,007","$840,070","102,180,000",$0.0098,
"$84,056",High Volume,"8,515,001","8,520,000","$84,056","$840,560","102,240,000",$0.0098,
"$84,105",High Volume,"8,520,001","8,525,000","$84,105","$841,050","102,300,000",$0.0098,
"$84,154",High Volume,"8,525,001","8,530,000","$84,154","$841,540","102,360,000",$0.0098,
"$84,203",High Volume,"8,530,001","8,535,000","$84,203","$842,030","102,420,000",$0.0098,
"$84,252",High Volume,"8,535,001","8,540,000","$84,252","$842,520","102,480,000",$0.0098,
"$84,301",High Volume,"8,540,001","8,545,000","$84,301","$843,010","102,540,000",$0.0098,
"$84,350",High Volume,"8,545,001","8,550,000","$84,350","$843,500","102,600,000",$0.0098,
"$84,399",High Volume,"8,550,001","8,555,000","$84,399","$843,990","102,660,000",$0.0098,
"$84,448",High Volume,"8,555,001","8,560,000","$84,448","$844,480","102,720,000",$0.0098,
"$84,497",High Volume,"8,560,001","8,565,000","$84,497","$844,970","102,780,000",$0.0098,
"$84,546",High Volume,"8,565,001","8,570,000","$84,546","$845,460","102,840,000",$0.0098,
"$84,595",High Volume,"8,570,001","8,575,000","$84,595","$845,950","102,900,000",$0.0098,
"$84,644",High Volume,"8,575,001","8,580,000","$84,644","$846,440","102,960,000",$0.0098,
"$84,693",High Volume,"8,580,001","8,585,000","$84,693","$846,930","103,020,000",$0.0098,
"$84,742",High Volume,"8,585,001","8,590,000","$84,742","$847,420","103,080,000",$0.0098,
"$84,791",High Volume,"8,590,001","8,595,000","$84,791","$847,910","103,140,000",$0.0098,
"$84,840",High Volume,"8,595,001","8,600,000","$84,840","$848,400","103,200,000",$0.0098,
"$84,889",High Volume,"8,600,001","8,605,000","$84,889","$848,890","103,260,000",$0.0098,
"$84,938",High Volume,"8,605,001","8,610,000","$84,938","$849,380","103,320,000",$0.0098,
"$84,987",High Volume,"8,610,001","8,615,000","$84,987","$849,870","103,380,000",$0.0098,
"$85,036",High Volume,"8,615,001","8,620,000","$85,036","$850,360","103,440,000",$0.0098,
"$85,085",High Volume,"8,620,001","8,625,000","$85,085","$850,850","103,500,000",$0.0098,
"$85,134",High Volume,"8,625,001","8,630,000","$85,134","$851,340","103,560,000",$0.0098,
"$85,183",High Volume,"8,630,001","8,635,000","$85,183","$851,830","103,620,000",$0.0098,
"$85,232",High Volume,"8,635,001","8,640,000","$85,232","$852,320","103,680,000",$0.0098,
"$85,281",High Volume,"8,640,001","8,645,000","$85,281","$852,810","103,740,000",$0.0098,
"$85,330",High Volume,"8,645,001","8,650,000","$85,330","$853,300","103,800,000",$0.0098,
"$85,379",High Volume,"8,650,001","8,655,000","$85,379","$853,790","103,860,000",$0.0098,
"$85,428",High Volume,"8,655,001","8,660,000","$85,428","$854,280","103,920,000",$0.0098,
"$85,477",High Volume,"8,660,001","8,665,000","$85,477","$854,770","103,980,000",$0.0098,
"$85,526",High Volume,"8,665,001","8,670,000","$85,526","$855,260","104,040,000",$0.0098,
"$85,575",High Volume,"8,670,001","8,675,000","$85,575","$855,750","104,100,000",$0.0098,
"$85,624",High Volume,"8,675,001","8,680,000","$85,624","$856,240","104,160,000",$0.0098,
"$85,673",High Volume,"8,680,001","8,685,000","$85,673","$856,730","104,220,000",$0.0098,
"$85,722",High Volume,"8,685,001","8,690,000","$85,722","$857,220","104,280,000",$0.0098,
"$85,771",High Volume,"8,690,001","8,695,000","$85,771","$857,710","104,340,000",$0.0098,
"$85,820",High Volume,"8,695,001","8,700,000","$85,820","$858,200","104,400,000",$0.0098,
"$85,869",High Volume,"8,700,001","8,705,000","$85,869","$858,690","104,460,000",$0.0098,
"$85,918",High Volume,"8,705,001","8,710,000","$85,918","$859,180","104,520,000",$0.0098,
"$85,967",High Volume,"8,710,001","8,715,000","$85,967","$859,670","104,580,000",$0.0098,
"$86,016",High Volume,"8,715,001","8,720,000","$86,016","$860,160","104,640,000",$0.0098,
"$86,065",High Volume,"8,720,001","8,725,000","$86,065","$860,650","104,700,000",$0.0098,
"$86,114",High Volume,"8,725,001","8,730,000","$86,114","$861,140","104,760,000",$0.0098,
"$86,163",High Volume,"8,730,001","8,735,000","$86,163","$861,630","104,820,000",$0.0098,
"$86,212",High Volume,"8,735,001","8,740,000","$86,212","$862,120","104,880,000",$0.0098,
"$86,261",High Volume,"8,740,001","8,745,000","$86,261","$862,610","104,940,000",$0.0098,
"$86,310",High Volume,"8,745,001","8,750,000","$86,310","$863,100","105,000,000",$0.0098,
"$86,359",High Volume,"8,750,001","8,755,000","$86,359","$863,590","105,060,000",$0.0098,
"$86,408",High Volume,"8,755,001","8,760,000","$86,408","$864,080","105,120,000",$0.0098,
"$86,457",High Volume,"8,760,001","8,765,000","$86,457","$864,570","105,180,000",$0.0098,
"$86,506",High Volume,"8,765,001","8,770,000","$86,506","$865,060","105,240,000",$0.0098,
"$86,555",High Volume,"8,770,001","8,775,000","$86,555","$865,550","105,300,000",$0.0098,
"$86,604",High Volume,"8,775,001","8,780,000","$86,604","$866,040","105,360,000",$0.0098,
"$86,653",High Volume,"8,780,001","8,785,000","$86,653","$866,530","105,420,000",$0.0098,
"$86,702",High Volume,"8,785,001","8,790,000","$86,702","$867,020","105,480,000",$0.0098,
"$86,751",High Volume,"8,790,001","8,795,000","$86,751","$867,510","105,540,000",$0.0098,
"$86,800",High Volume,"8,795,001","8,800,000","$86,800","$868,000","105,600,000",$0.0098,
"$86,849",High Volume,"8,800,001","8,805,000","$86,849","$868,490","105,660,000",$0.0098,
"$86,898",High Volume,"8,805,001","8,810,000","$86,898","$868,980","105,720,000",$0.0098,
"$86,947",High Volume,"8,810,001","8,815,000","$86,947","$869,470","105,780,000",$0.0098,
"$86,996",High Volume,"8,815,001","8,820,000","$86,996","$869,960","105,840,000",$0.0098,
"$87,045",High Volume,"8,820,001","8,825,000","$87,045","$870,450","105,900,000",$0.0098,
"$87,094",High Volume,"8,825,001","8,830,000","$87,094","$870,940","105,960,000",$0.0098,
"$87,143",High Volume,"8,830,001","8,835,000","$87,143","$871,430","106,020,000",$0.0098,
"$87,192",High Volume,"8,835,001","8,840,000","$87,192","$871,920","106,080,000",$0.0098,
"$87,241",High Volume,"8,840,001","8,845,000","$87,241","$872,410","106,140,000",$0.0098,
"$87,290",High Volume,"8,845,001","8,850,000","$87,290","$872,900","106,200,000",$0.0098,
"$87,339",High Volume,"8,850,001","8,855,000","$87,339","$873,390","106,260,000",$0.0098,
"$87,388",High Volume,"8,855,001","8,860,000","$87,388","$873,880","106,320,000",$0.0098,
"$87,437",High Volume,"8,860,001","8,865,000","$87,437","$874,370","106,380,000",$0.0098,
"$87,486",High Volume,"8,865,001","8,870,000","$87,486","$874,860","106,440,000",$0.0098,
"$87,535",High Volume,"8,870,001","8,875,000","$87,535","$875,350","106,500,000",$0.0098,
"$87,584",High Volume,"8,875,001","8,880,000","$87,584","$875,840","106,560,000",$0.0098,
"$87,633",High Volume,"8,880,001","8,885,000","$87,633","$876,330","106,620,000",$0.0098,
"$87,682",High Volume,"8,885,001","8,890,000","$87,682","$876,820","106,680,000",$0.0098,
"$87,731",High Volume,"8,890,001","8,895,000","$87,731","$877,310","106,740,000",$0.0098,
"$87,780",High Volume,"8,895,001","8,900,000","$87,780","$877,800","106,800,000",$0.0098,
"$87,829",High Volume,"8,900,001","8,905,000","$87,829","$878,290","106,860,000",$0.0098,
"$87,878",High Volume,"8,905,001","8,910,000","$87,878","$878,780","106,920,000",$0.0098,
"$87,927",High Volume,"8,910,001","8,915,000","$87,927","$879,270","106,980,000",$0.0098,
"$87,976",High Volume,"8,915,001","8,920,000","$87,976","$879,760","107,040,000",$0.0098,
"$88,025",High Volume,"8,920,001","8,925,000","$88,025","$880,250","107,100,000",$0.0098,
"$88,074",High Volume,"8,925,001","8,930,000","$88,074","$880,740","107,160,000",$0.0098,
"$88,123",High Volume,"8,930,001","8,935,000","$88,123","$881,230","107,220,000",$0.0098,
"$88,172",High Volume,"8,935,001","8,940,000","$88,172","$881,720","107,280,000",$0.0098,
"$88,221",High Volume,"8,940,001","8,945,000","$88,221","$882,210","107,340,000",$0.0098,
"$88,270",High Volume,"8,945,001","8,950,000","$88,270","$882,700","107,400,000",$0.0098,
"$88,319",High Volume,"8,950,001","8,955,000","$88,319","$883,190","107,460,000",$0.0098,
"$88,368",High Volume,"8,955,001","8,960,000","$88,368","$883,680","107,520,000",$0.0098,
"$88,417",High Volume,"8,960,001","8,965,000","$88,417","$884,170","107,580,000",$0.0098,
"$88,466",High Volume,"8,965,001","8,970,000","$88,466","$884,660","107,640,000",$0.0098,
"$88,515",High Volume,"8,970,001","8,975,000","$88,515","$885,150","107,700,000",$0.0098,
"$88,564",High Volume,"8,975,001","8,980,000","$88,564","$885,640","107,760,000",$0.0098,
"$88,613",High Volume,"8,980,001","8,985,000","$88,613","$886,130","107,820,000",$0.0098,
"$88,662",High Volume,"8,985,001","8,990,000","$88,662","$886,620","107,880,000",$0.0098,
"$88,711",High Volume,"8,990,001","8,995,000","$88,711","$887,110","107,940,000",$0.0098,
"$88,760",High Volume,"8,995,001","9,000,000","$88,760","$887,600","108,000,000",$0.0098,
"$88,809",High Volume,"9,000,001","9,005,000","$88,809","$888,090","108,060,000",$0.0098,
"$88,858",High Volume,"9,005,001","9,010,000","$88,858","$888,580","108,120,000",$0.0098,
"$88,907",High Volume,"9,010,001","9,015,000","$88,907","$889,070","108,180,000",$0.0098,
"$88,956",High Volume,"9,015,001","9,020,000","$88,956","$889,560","108,240,000",$0.0098,
"$89,005",High Volume,"9,020,001","9,025,000","$89,005","$890,050","108,300,000",$0.0098,
"$89,054",High Volume,"9,025,001","9,030,000","$89,054","$890,540","108,360,000",$0.0098,
"$89,103",High Volume,"9,030,001","9,035,000","$89,103","$891,030","108,420,000",$0.0098,
"$89,152",High Volume,"9,035,001","9,040,000","$89,152","$891,520","108,480,000",$0.0098,
"$89,201",High Volume,"9,040,001","9,045,000","$89,201","$892,010","108,540,000",$0.0098,
"$89,250",High Volume,"9,045,001","9,050,000","$89,250","$892,500","108,600,000",$0.0098,
"$89,299",High Volume,"9,050,001","9,055,000","$89,299","$892,990","108,660,000",$0.0098,
"$89,348",High Volume,"9,055,001","9,060,000","$89,348","$893,480","108,720,000",$0.0098,
"$89,397",High Volume,"9,060,001","9,065,000","$89,397","$893,970","108,780,000",$0.0098,
"$89,446",High Volume,"9,065,001","9,070,000","$89,446","$894,460","108,840,000",$0.0098,
"$89,495",High Volume,"9,070,001","9,075,000","$89,495","$894,950","108,900,000",$0.0098,
"$89,544",High Volume,"9,075,001","9,080,000","$89,544","$895,440","108,960,000",$0.0098,
"$89,593",High Volume,"9,080,001","9,085,000","$89,593","$895,930","109,020,000",$0.0098,
"$89,642",High Volume,"9,085,001","9,090,000","$89,642","$896,420","109,080,000",$0.0098,
"$89,691",High Volume,"9,090,001","9,095,000","$89,691","$896,910","109,140,000",$0.0098,
"$89,740",High Volume,"9,095,001","9,100,000","$89,740","$897,400","109,200,000",$0.0098,
"$89,789",High Volume,"9,100,001","9,105,000","$89,789","$897,890","109,260,000",$0.0098,
"$89,838",High Volume,"9,105,001","9,110,000","$89,838","$898,380","109,320,000",$0.0098,
"$89,887",High Volume,"9,110,001","9,115,000","$89,887","$898,870","109,380,000",$0.0098,
"$89,936",High Volume,"9,115,001","9,120,000","$89,936","$899,360","109,440,000",$0.0098,
"$89,985",High Volume,"9,120,001","9,125,000","$89,985","$899,850","109,500,000",$0.0098,
"$90,034",High Volume,"9,125,001","9,130,000","$90,034","$900,340","109,560,000",$0.0098,
"$90,083",High Volume,"9,130,001","9,135,000","$90,083","$900,830","109,620,000",$0.0098,
"$90,132",High Volume,"9,135,001","9,140,000","$90,132","$901,320","109,680,000",$0.0098,
"$90,181",High Volume,"9,140,001","9,145,000","$90,181","$901,810","109,740,000",$0.0098,
"$90,230",High Volume,"9,145,001","9,150,000","$90,230","$902,300","109,800,000",$0.0098,
"$90,279",High Volume,"9,150,001","9,155,000","$90,279","$902,790","109,860,000",$0.0098,
"$90,328",High Volume,"9,155,001","9,160,000","$90,328","$903,280","109,920,000",$0.0098,
"$90,377",High Volume,"9,160,001","9,165,000","$90,377","$903,770","109,980,000",$0.0098,
"$90,426",High Volume,"9,165,001","9,170,000","$90,426","$904,260","110,040,000",$0.0098,
"$90,475",High Volume,"9,170,001","9,175,000","$90,475","$904,750","110,100,000",$0.0098,
"$90,524",High Volume,"9,175,001","9,180,000","$90,524","$905,240","110,160,000",$0.0098,
"$90,573",High Volume,"9,180,001","9,185,000","$90,573","$905,730","110,220,000",$0.0098,
"$90,622",High Volume,"9,185,001","9,190,000","$90,622","$906,220","110,280,000",$0.0098,
"$90,671",High Volume,"9,190,001","9,195,000","$90,671","$906,710","110,340,000",$0.0098,
"$90,720",High Volume,"9,195,001","9,200,000","$90,720","$907,200","110,400,000",$0.0098,
"$90,769",High Volume,"9,200,001","9,205,000","$90,769","$907,690","110,460,000",$0.0098,
"$90,818",High Volume,"9,205,001","9,210,000","$90,818","$908,180","110,520,000",$0.0098,
"$90,867",High Volume,"9,210,001","9,215,000","$90,867","$908,670","110,580,000",$0.0098,
"$90,916",High Volume,"9,215,001","9,220,000","$90,916","$909,160","110,640,000",$0.0098,
"$90,965",High Volume,"9,220,001","9,225,000","$90,965","$909,650","110,700,000",$0.0098,
"$91,014",High Volume,"9,225,001","9,230,000","$91,014","$910,140","110,760,000",$0.0098,
"$91,063",High Volume,"9,230,001","9,235,000","$91,063","$910,630","110,820,000",$0.0098,
"$91,112",High Volume,"9,235,001","9,240,000","$91,112","$911,120","110,880,000",$0.0098,
"$91,161",High Volume,"9,240,001","9,245,000","$91,161","$911,610","110,940,000",$0.0098,
"$91,210",High Volume,"9,245,001","9,250,000","$91,210","$912,100","111,000,000",$0.0098,
"$91,259",High Volume,"9,250,001","9,255,000","$91,259","$912,590","111,060,000",$0.0098,
"$91,308",High Volume,"9,255,001","9,260,000","$91,308","$913,080","111,120,000",$0.0098,
"$91,357",High Volume,"9,260,001","9,265,000","$91,357","$913,570","111,180,000",$0.0098,
"$91,406",High Volume,"9,265,001","9,270,000","$91,406","$914,060","111,240,000",$0.0098,
"$91,455",High Volume,"9,270,001","9,275,000","$91,455","$914,550","111,300,000",$0.0098,
"$91,504",High Volume,"9,275,001","9,280,000","$91,504","$915,040","111,360,000",$0.0098,
"$91,553",High Volume,"9,280,001","9,285,000","$91,553","$915,530","111,420,000",$0.0098,
"$91,602",High Volume,"9,285,001","9,290,000","$91,602","$916,020","111,480,000",$0.0098,
"$91,651",High Volume,"9,290,001","9,295,000","$91,651","$916,510","111,540,000",$0.0098,
"$91,700",High Volume,"9,295,001","9,300,000","$91,700","$917,000","111,600,000",$0.0098,
"$91,749",High Volume,"9,300,001","9,305,000","$91,749","$917,490","111,660,000",$0.0098,
