Plan,Name,Min,Max,Cost,Annual,Send,PPS,
"$189,847",High Volume,"19,310,001","19,315,000","$189,847","$1,898,470","231,780,000",$0.0098,
"$189,896",High Volume,"19,315,001","19,320,000","$189,896","$1,898,960","231,840,000",$0.0098,
"$189,945",High Volume,"19,320,001","19,325,000","$189,945","$1,899,450","231,900,000",$0.0098,
"$189,994",High Volume,"19,325,001","19,330,000","$189,994","$1,899,940","231,960,000",$0.0098,
"$190,043",High Volume,"19,330,001","19,335,000","$190,043","$1,900,430","232,020,000",$0.0098,
"$190,092",High Volume,"19,335,001","19,340,000","$190,092","$1,900,920","232,080,000",$0.0098,
"$190,141",High Volume,"19,340,001","19,345,000","$190,141","$1,901,410","232,140,000",$0.0098,
"$190,190",High Volume,"19,345,001","19,350,000","$190,190","$1,901,900","232,200,000",$0.0098,
"$190,239",High Volume,"19,350,001","19,355,000","$190,239","$1,902,390","232,260,000",$0.0098,
"$190,288",High Volume,"19,355,001","19,360,000","$190,288","$1,902,880","232,320,000",$0.0098,
"$190,337",High Volume,"19,360,001","19,365,000","$190,337","$1,903,370","232,380,000",$0.0098,
"$190,386",High Volume,"19,365,001","19,370,000","$190,386","$1,903,860","232,440,000",$0.0098,
"$190,435",High Volume,"19,370,001","19,375,000","$190,435","$1,904,350","232,500,000",$0.0098,
"$190,484",High Volume,"19,375,001","19,380,000","$190,484","$1,904,840","232,560,000",$0.0098,
"$190,533",High Volume,"19,380,001","19,385,000","$190,533","$1,905,330","232,620,000",$0.0098,
"$190,582",High Volume,"19,385,001","19,390,000","$190,582","$1,905,820","232,680,000",$0.0098,
"$190,631",High Volume,"19,390,001","19,395,000","$190,631","$1,906,310","232,740,000",$0.0098,
"$190,680",High Volume,"19,395,001","19,400,000","$190,680","$1,906,800","232,800,000",$0.0098,
"$190,729",High Volume,"19,400,001","19,405,000","$190,729","$1,907,290","232,860,000",$0.0098,
"$190,778",High Volume,"19,405,001","19,410,000","$190,778","$1,907,780","232,920,000",$0.0098,
"$190,827",High Volume,"19,410,001","19,415,000","$190,827","$1,908,270","232,980,000",$0.0098,
"$190,876",High Volume,"19,415,001","19,420,000","$190,876","$1,908,760","233,040,000",$0.0098,
"$190,925",High Volume,"19,420,001","19,425,000","$190,925","$1,909,250","233,100,000",$0.0098,
"$190,974",High Volume,"19,425,001","19,430,000","$190,974","$1,909,740","233,160,000",$0.0098,
"$191,023",High Volume,"19,430,001","19,435,000","$191,023","$1,910,230","233,220,000",$0.0098,
"$191,072",High Volume,"19,435,001","19,440,000","$191,072","$1,910,720","233,280,000",$0.0098,
"$191,121",High Volume,"19,440,001","19,445,000","$191,121","$1,911,210","233,340,000",$0.0098,
"$191,170",High Volume,"19,445,001","19,450,000","$191,170","$1,911,700","233,400,000",$0.0098,
"$191,219",High Volume,"19,450,001","19,455,000","$191,219","$1,912,190","233,460,000",$0.0098,
"$191,268",High Volume,"19,455,001","19,460,000","$191,268","$1,912,680","233,520,000",$0.0098,
"$191,317",High Volume,"19,460,001","19,465,000","$191,317","$1,913,170","233,580,000",$0.0098,
"$191,366",High Volume,"19,465,001","19,470,000","$191,366","$1,913,660","233,640,000",$0.0098,
"$191,415",High Volume,"19,470,001","19,475,000","$191,415","$1,914,150","233,700,000",$0.0098,
"$191,464",High Volume,"19,475,001","19,480,000","$191,464","$1,914,640","233,760,000",$0.0098,
"$191,513",High Volume,"19,480,001","19,485,000","$191,513","$1,915,130","233,820,000",$0.0098,
"$191,562",High Volume,"19,485,001","19,490,000","$191,562","$1,915,620","233,880,000",$0.0098,
"$191,611",High Volume,"19,490,001","19,495,000","$191,611","$1,916,110","233,940,000",$0.0098,
"$191,660",High Volume,"19,495,001","19,500,000","$191,660","$1,916,600","234,000,000",$0.0098,
"$191,709",High Volume,"19,500,001","19,505,000","$191,709","$1,917,090","234,060,000",$0.0098,
"$191,758",High Volume,"19,505,001","19,510,000","$191,758","$1,917,580","234,120,000",$0.0098,
"$191,807",High Volume,"19,510,001","19,515,000","$191,807","$1,918,070","234,180,000",$0.0098,
"$191,856",High Volume,"19,515,001","19,520,000","$191,856","$1,918,560","234,240,000",$0.0098,
"$191,905",High Volume,"19,520,001","19,525,000","$191,905","$1,919,050","234,300,000",$0.0098,
"$191,954",High Volume,"19,525,001","19,530,000","$191,954","$1,919,540","234,360,000",$0.0098,
"$192,003",High Volume,"19,530,001","19,535,000","$192,003","$1,920,030","234,420,000",$0.0098,
"$192,052",High Volume,"19,535,001","19,540,000","$192,052","$1,920,520","234,480,000",$0.0098,
"$192,101",High Volume,"19,540,001","19,545,000","$192,101","$1,921,010","234,540,000",$0.0098,
"$192,150",High Volume,"19,545,001","19,550,000","$192,150","$1,921,500","234,600,000",$0.0098,
"$192,199",High Volume,"19,550,001","19,555,000","$192,199","$1,921,990","234,660,000",$0.0098,
"$192,248",High Volume,"19,555,001","19,560,000","$192,248","$1,922,480","234,720,000",$0.0098,
"$192,297",High Volume,"19,560,001","19,565,000","$192,297","$1,922,970","234,780,000",$0.0098,
"$192,346",High Volume,"19,565,001","19,570,000","$192,346","$1,923,460","234,840,000",$0.0098,
"$192,395",High Volume,"19,570,001","19,575,000","$192,395","$1,923,950","234,900,000",$0.0098,
"$192,444",High Volume,"19,575,001","19,580,000","$192,444","$1,924,440","234,960,000",$0.0098,
"$192,493",High Volume,"19,580,001","19,585,000","$192,493","$1,924,930","235,020,000",$0.0098,
"$192,542",High Volume,"19,585,001","19,590,000","$192,542","$1,925,420","235,080,000",$0.0098,
"$192,591",High Volume,"19,590,001","19,595,000","$192,591","$1,925,910","235,140,000",$0.0098,
"$192,640",High Volume,"19,595,001","19,600,000","$192,640","$1,926,400","235,200,000",$0.0098,
"$192,689",High Volume,"19,600,001","19,605,000","$192,689","$1,926,890","235,260,000",$0.0098,
"$192,738",High Volume,"19,605,001","19,610,000","$192,738","$1,927,380","235,320,000",$0.0098,
"$192,787",High Volume,"19,610,001","19,615,000","$192,787","$1,927,870","235,380,000",$0.0098,
"$192,836",High Volume,"19,615,001","19,620,000","$192,836","$1,928,360","235,440,000",$0.0098,
"$192,885",High Volume,"19,620,001","19,625,000","$192,885","$1,928,850","235,500,000",$0.0098,
"$192,934",High Volume,"19,625,001","19,630,000","$192,934","$1,929,340","235,560,000",$0.0098,
"$192,983",High Volume,"19,630,001","19,635,000","$192,983","$1,929,830","235,620,000",$0.0098,
"$193,032",High Volume,"19,635,001","19,640,000","$193,032","$1,930,320","235,680,000",$0.0098,
"$193,081",High Volume,"19,640,001","19,645,000","$193,081","$1,930,810","235,740,000",$0.0098,
"$193,130",High Volume,"19,645,001","19,650,000","$193,130","$1,931,300","235,800,000",$0.0098,
"$193,179",High Volume,"19,650,001","19,655,000","$193,179","$1,931,790","235,860,000",$0.0098,
"$193,228",High Volume,"19,655,001","19,660,000","$193,228","$1,932,280","235,920,000",$0.0098,
"$193,277",High Volume,"19,660,001","19,665,000","$193,277","$1,932,770","235,980,000",$0.0098,
"$193,326",High Volume,"19,665,001","19,670,000","$193,326","$1,933,260","236,040,000",$0.0098,
"$193,375",High Volume,"19,670,001","19,675,000","$193,375","$1,933,750","236,100,000",$0.0098,
"$193,424",High Volume,"19,675,001","19,680,000","$193,424","$1,934,240","236,160,000",$0.0098,
"$193,473",High Volume,"19,680,001","19,685,000","$193,473","$1,934,730","236,220,000",$0.0098,
"$193,522",High Volume,"19,685,001","19,690,000","$193,522","$1,935,220","236,280,000",$0.0098,
"$193,571",High Volume,"19,690,001","19,695,000","$193,571","$1,935,710","236,340,000",$0.0098,
"$193,620",High Volume,"19,695,001","19,700,000","$193,620","$1,936,200","236,400,000",$0.0098,
"$193,669",High Volume,"19,700,001","19,705,000","$193,669","$1,936,690","236,460,000",$0.0098,
"$193,718",High Volume,"19,705,001","19,710,000","$193,718","$1,937,180","236,520,000",$0.0098,
"$193,767",High Volume,"19,710,001","19,715,000","$193,767","$1,937,670","236,580,000",$0.0098,
"$193,816",High Volume,"19,715,001","19,720,000","$193,816","$1,938,160","236,640,000",$0.0098,
"$193,865",High Volume,"19,720,001","19,725,000","$193,865","$1,938,650","236,700,000",$0.0098,
"$193,914",High Volume,"19,725,001","19,730,000","$193,914","$1,939,140","236,760,000",$0.0098,
"$193,963",High Volume,"19,730,001","19,735,000","$193,963","$1,939,630","236,820,000",$0.0098,
"$194,012",High Volume,"19,735,001","19,740,000","$194,012","$1,940,120","236,880,000",$0.0098,
"$194,061",High Volume,"19,740,001","19,745,000","$194,061","$1,940,610","236,940,000",$0.0098,
"$194,110",High Volume,"19,745,001","19,750,000","$194,110","$1,941,100","237,000,000",$0.0098,
"$194,159",High Volume,"19,750,001","19,755,000","$194,159","$1,941,590","237,060,000",$0.0098,
"$194,208",High Volume,"19,755,001","19,760,000","$194,208","$1,942,080","237,120,000",$0.0098,
"$194,257",High Volume,"19,760,001","19,765,000","$194,257","$1,942,570","237,180,000",$0.0098,
"$194,306",High Volume,"19,765,001","19,770,000","$194,306","$1,943,060","237,240,000",$0.0098,
"$194,355",High Volume,"19,770,001","19,775,000","$194,355","$1,943,550","237,300,000",$0.0098,
"$194,404",High Volume,"19,775,001","19,780,000","$194,404","$1,944,040","237,360,000",$0.0098,
"$194,453",High Volume,"19,780,001","19,785,000","$194,453","$1,944,530","237,420,000",$0.0098,
"$194,502",High Volume,"19,785,001","19,790,000","$194,502","$1,945,020","237,480,000",$0.0098,
"$194,551",High Volume,"19,790,001","19,795,000","$194,551","$1,945,510","237,540,000",$0.0098,
"$194,600",High Volume,"19,795,001","19,800,000","$194,600","$1,946,000","237,600,000",$0.0098,
"$194,649",High Volume,"19,800,001","19,805,000","$194,649","$1,946,490","237,660,000",$0.0098,
"$194,698",High Volume,"19,805,001","19,810,000","$194,698","$1,946,980","237,720,000",$0.0098,
"$194,747",High Volume,"19,810,001","19,815,000","$194,747","$1,947,470","237,780,000",$0.0098,
"$194,796",High Volume,"19,815,001","19,820,000","$194,796","$1,947,960","237,840,000",$0.0098,
"$194,845",High Volume,"19,820,001","19,825,000","$194,845","$1,948,450","237,900,000",$0.0098,
"$194,894",High Volume,"19,825,001","19,830,000","$194,894","$1,948,940","237,960,000",$0.0098,
"$194,943",High Volume,"19,830,001","19,835,000","$194,943","$1,949,430","238,020,000",$0.0098,
"$194,992",High Volume,"19,835,001","19,840,000","$194,992","$1,949,920","238,080,000",$0.0098,
"$195,041",High Volume,"19,840,001","19,845,000","$195,041","$1,950,410","238,140,000",$0.0098,
"$195,090",High Volume,"19,845,001","19,850,000","$195,090","$1,950,900","238,200,000",$0.0098,
"$195,139",High Volume,"19,850,001","19,855,000","$195,139","$1,951,390","238,260,000",$0.0098,
"$195,188",High Volume,"19,855,001","19,860,000","$195,188","$1,951,880","238,320,000",$0.0098,
"$195,237",High Volume,"19,860,001","19,865,000","$195,237","$1,952,370","238,380,000",$0.0098,
"$195,286",High Volume,"19,865,001","19,870,000","$195,286","$1,952,860","238,440,000",$0.0098,
"$195,335",High Volume,"19,870,001","19,875,000","$195,335","$1,953,350","238,500,000",$0.0098,
"$195,384",High Volume,"19,875,001","19,880,000","$195,384","$1,953,840","238,560,000",$0.0098,
"$195,433",High Volume,"19,880,001","19,885,000","$195,433","$1,954,330","238,620,000",$0.0098,
"$195,482",High Volume,"19,885,001","19,890,000","$195,482","$1,954,820","238,680,000",$0.0098,
"$195,531",High Volume,"19,890,001","19,895,000","$195,531","$1,955,310","238,740,000",$0.0098,
"$195,580",High Volume,"19,895,001","19,900,000","$195,580","$1,955,800","238,800,000",$0.0098,
"$195,629",High Volume,"19,900,001","19,905,000","$195,629","$1,956,290","238,860,000",$0.0098,
"$195,678",High Volume,"19,905,001","19,910,000","$195,678","$1,956,780","238,920,000",$0.0098,
"$195,727",High Volume,"19,910,001","19,915,000","$195,727","$1,957,270","238,980,000",$0.0098,
"$195,776",High Volume,"19,915,001","19,920,000","$195,776","$1,957,760","239,040,000",$0.0098,
"$195,825",High Volume,"19,920,001","19,925,000","$195,825","$1,958,250","239,100,000",$0.0098,
"$195,874",High Volume,"19,925,001","19,930,000","$195,874","$1,958,740","239,160,000",$0.0098,
"$195,923",High Volume,"19,930,001","19,935,000","$195,923","$1,959,230","239,220,000",$0.0098,
"$195,972",High Volume,"19,935,001","19,940,000","$195,972","$1,959,720","239,280,000",$0.0098,
"$196,021",High Volume,"19,940,001","19,945,000","$196,021","$1,960,210","239,340,000",$0.0098,
"$196,070",High Volume,"19,945,001","19,950,000","$196,070","$1,960,700","239,400,000",$0.0098,
"$196,119",High Volume,"19,950,001","19,955,000","$196,119","$1,961,190","239,460,000",$0.0098,
"$196,168",High Volume,"19,955,001","19,960,000","$196,168","$1,961,680","239,520,000",$0.0098,
"$196,217",High Volume,"19,960,001","19,965,000","$196,217","$1,962,170","239,580,000",$0.0098,
"$196,266",High Volume,"19,965,001","19,970,000","$196,266","$1,962,660","239,640,000",$0.0098,
"$196,315",High Volume,"19,970,001","19,975,000","$196,315","$1,963,150","239,700,000",$0.0098,
"$196,364",High Volume,"19,975,001","19,980,000","$196,364","$1,963,640","239,760,000",$0.0098,
"$196,413",High Volume,"19,980,001","19,985,000","$196,413","$1,964,130","239,820,000",$0.0098,
"$196,462",High Volume,"19,985,001","19,990,000","$196,462","$1,964,620","239,880,000",$0.0098,
"$196,511",High Volume,"19,990,001","19,995,000","$196,511","$1,965,110","239,940,000",$0.0098,
"$196,560",High Volume,"19,995,001","20,000,000","$196,560","$1,965,600","240,000,000",$0.0098,
"$196,609",High Volume,"20,000,001","20,005,000","$196,609","$1,966,090","240,060,000",$0.0098,
"$196,658",High Volume,"20,005,001","20,010,000","$196,658","$1,966,580","240,120,000",$0.0098,
"$196,707",High Volume,"20,010,001","20,015,000","$196,707","$1,967,070","240,180,000",$0.0098,
"$196,756",High Volume,"20,015,001","20,020,000","$196,756","$1,967,560","240,240,000",$0.0098,
"$196,805",High Volume,"20,020,001","20,025,000","$196,805","$1,968,050","240,300,000",$0.0098,
"$196,854",High Volume,"20,025,001","20,030,000","$196,854","$1,968,540","240,360,000",$0.0098,
"$196,903",High Volume,"20,030,001","20,035,000","$196,903","$1,969,030","240,420,000",$0.0098,
"$196,952",High Volume,"20,035,001","20,040,000","$196,952","$1,969,520","240,480,000",$0.0098,
"$197,001",High Volume,"20,040,001","20,045,000","$197,001","$1,970,010","240,540,000",$0.0098,
"$197,050",High Volume,"20,045,001","20,050,000","$197,050","$1,970,500","240,600,000",$0.0098,
"$197,099",High Volume,"20,050,001","20,055,000","$197,099","$1,970,990","240,660,000",$0.0098,
"$197,148",High Volume,"20,055,001","20,060,000","$197,148","$1,971,480","240,720,000",$0.0098,
"$197,197",High Volume,"20,060,001","20,065,000","$197,197","$1,971,970","240,780,000",$0.0098,
"$197,246",High Volume,"20,065,001","20,070,000","$197,246","$1,972,460","240,840,000",$0.0098,
"$197,295",High Volume,"20,070,001","20,075,000","$197,295","$1,972,950","240,900,000",$0.0098,
"$197,344",High Volume,"20,075,001","20,080,000","$197,344","$1,973,440","240,960,000",$0.0098,
"$197,393",High Volume,"20,080,001","20,085,000","$197,393","$1,973,930","241,020,000",$0.0098,
"$197,442",High Volume,"20,085,001","20,090,000","$197,442","$1,974,420","241,080,000",$0.0098,
"$197,491",High Volume,"20,090,001","20,095,000","$197,491","$1,974,910","241,140,000",$0.0098,
"$197,540",High Volume,"20,095,001","20,100,000","$197,540","$1,975,400","241,200,000",$0.0098,
"$197,589",High Volume,"20,100,001","20,105,000","$197,589","$1,975,890","241,260,000",$0.0098,
"$197,638",High Volume,"20,105,001","20,110,000","$197,638","$1,976,380","241,320,000",$0.0098,
"$197,687",High Volume,"20,110,001","20,115,000","$197,687","$1,976,870","241,380,000",$0.0098,
"$197,736",High Volume,"20,115,001","20,120,000","$197,736","$1,977,360","241,440,000",$0.0098,
"$197,785",High Volume,"20,120,001","20,125,000","$197,785","$1,977,850","241,500,000",$0.0098,
"$197,834",High Volume,"20,125,001","20,130,000","$197,834","$1,978,340","241,560,000",$0.0098,
"$197,883",High Volume,"20,130,001","20,135,000","$197,883","$1,978,830","241,620,000",$0.0098,
"$197,932",High Volume,"20,135,001","20,140,000","$197,932","$1,979,320","241,680,000",$0.0098,
"$197,981",High Volume,"20,140,001","20,145,000","$197,981","$1,979,810","241,740,000",$0.0098,
"$198,030",High Volume,"20,145,001","20,150,000","$198,030","$1,980,300","241,800,000",$0.0098,
"$198,079",High Volume,"20,150,001","20,155,000","$198,079","$1,980,790","241,860,000",$0.0098,
"$198,128",High Volume,"20,155,001","20,160,000","$198,128","$1,981,280","241,920,000",$0.0098,
"$198,177",High Volume,"20,160,001","20,165,000","$198,177","$1,981,770","241,980,000",$0.0098,
"$198,226",High Volume,"20,165,001","20,170,000","$198,226","$1,982,260","242,040,000",$0.0098,
"$198,275",High Volume,"20,170,001","20,175,000","$198,275","$1,982,750","242,100,000",$0.0098,
"$198,324",High Volume,"20,175,001","20,180,000","$198,324","$1,983,240","242,160,000",$0.0098,
"$198,373",High Volume,"20,180,001","20,185,000","$198,373","$1,983,730","242,220,000",$0.0098,
"$198,422",High Volume,"20,185,001","20,190,000","$198,422","$1,984,220","242,280,000",$0.0098,
"$198,471",High Volume,"20,190,001","20,195,000","$198,471","$1,984,710","242,340,000",$0.0098,
"$198,520",High Volume,"20,195,001","20,200,000","$198,520","$1,985,200","242,400,000",$0.0098,
"$198,569",High Volume,"20,200,001","20,205,000","$198,569","$1,985,690","242,460,000",$0.0098,
"$198,618",High Volume,"20,205,001","20,210,000","$198,618","$1,986,180","242,520,000",$0.0098,
"$198,667",High Volume,"20,210,001","20,215,000","$198,667","$1,986,670","242,580,000",$0.0098,
"$198,716",High Volume,"20,215,001","20,220,000","$198,716","$1,987,160","242,640,000",$0.0098,
"$198,765",High Volume,"20,220,001","20,225,000","$198,765","$1,987,650","242,700,000",$0.0098,
"$198,814",High Volume,"20,225,001","20,230,000","$198,814","$1,988,140","242,760,000",$0.0098,
"$198,863",High Volume,"20,230,001","20,235,000","$198,863","$1,988,630","242,820,000",$0.0098,
"$198,912",High Volume,"20,235,001","20,240,000","$198,912","$1,989,120","242,880,000",$0.0098,
"$198,961",High Volume,"20,240,001","20,245,000","$198,961","$1,989,610","242,940,000",$0.0098,
"$199,010",High Volume,"20,245,001","20,250,000","$199,010","$1,990,100","243,000,000",$0.0098,
"$199,059",High Volume,"20,250,001","20,255,000","$199,059","$1,990,590","243,060,000",$0.0098,
"$199,108",High Volume,"20,255,001","20,260,000","$199,108","$1,991,080","243,120,000",$0.0098,
"$199,157",High Volume,"20,260,001","20,265,000","$199,157","$1,991,570","243,180,000",$0.0098,
"$199,206",High Volume,"20,265,001","20,270,000","$199,206","$1,992,060","243,240,000",$0.0098,
"$199,255",High Volume,"20,270,001","20,275,000","$199,255","$1,992,550","243,300,000",$0.0098,
"$199,304",High Volume,"20,275,001","20,280,000","$199,304","$1,993,040","243,360,000",$0.0098,
"$199,353",High Volume,"20,280,001","20,285,000","$199,353","$1,993,530","243,420,000",$0.0098,
"$199,402",High Volume,"20,285,001","20,290,000","$199,402","$1,994,020","243,480,000",$0.0098,
"$199,451",High Volume,"20,290,001","20,295,000","$199,451","$1,994,510","243,540,000",$0.0098,
"$199,500",High Volume,"20,295,001","20,300,000","$199,500","$1,995,000","243,600,000",$0.0098,
"$199,549",High Volume,"20,300,001","20,305,000","$199,549","$1,995,490","243,660,000",$0.0098,
"$199,598",High Volume,"20,305,001","20,310,000","$199,598","$1,995,980","243,720,000",$0.0098,
"$199,647",High Volume,"20,310,001","20,315,000","$199,647","$1,996,470","243,780,000",$0.0098,
"$199,696",High Volume,"20,315,001","20,320,000","$199,696","$1,996,960","243,840,000",$0.0098,
"$199,745",High Volume,"20,320,001","20,325,000","$199,745","$1,997,450","243,900,000",$0.0098,
"$199,794",High Volume,"20,325,001","20,330,000","$199,794","$1,997,940","243,960,000",$0.0098,
"$199,843",High Volume,"20,330,001","20,335,000","$199,843","$1,998,430","244,020,000",$0.0098,
"$199,892",High Volume,"20,335,001","20,340,000","$199,892","$1,998,920","244,080,000",$0.0098,
"$199,941",High Volume,"20,340,001","20,345,000","$199,941","$1,999,410","244,140,000",$0.0098,
"$199,990",High Volume,"20,345,001","20,350,000","$199,990","$1,999,900","244,200,000",$0.0098,
"$200,039",High Volume,"20,350,001","20,355,000","$200,039","$2,000,390","244,260,000",$0.0098,
"$200,088",High Volume,"20,355,001","20,360,000","$200,088","$2,000,880","244,320,000",$0.0098,
"$200,137",High Volume,"20,360,001","20,365,000","$200,137","$2,001,370","244,380,000",$0.0098,
"$200,186",High Volume,"20,365,001","20,370,000","$200,186","$2,001,860","244,440,000",$0.0098,
"$200,235",High Volume,"20,370,001","20,375,000","$200,235","$2,002,350","244,500,000",$0.0098,
"$200,284",High Volume,"20,375,001","20,380,000","$200,284","$2,002,840","244,560,000",$0.0098,
"$200,333",High Volume,"20,380,001","20,385,000","$200,333","$2,003,330","244,620,000",$0.0098,
"$200,382",High Volume,"20,385,001","20,390,000","$200,382","$2,003,820","244,680,000",$0.0098,
"$200,431",High Volume,"20,390,001","20,395,000","$200,431","$2,004,310","244,740,000",$0.0098,
"$200,480",High Volume,"20,395,001","20,400,000","$200,480","$2,004,800","244,800,000",$0.0098,
"$200,529",High Volume,"20,400,001","20,405,000","$200,529","$2,005,290","244,860,000",$0.0098,
"$200,578",High Volume,"20,405,001","20,410,000","$200,578","$2,005,780","244,920,000",$0.0098,
"$200,627",High Volume,"20,410,001","20,415,000","$200,627","$2,006,270","244,980,000",$0.0098,
"$200,676",High Volume,"20,415,001","20,420,000","$200,676","$2,006,760","245,040,000",$0.0098,
"$200,725",High Volume,"20,420,001","20,425,000","$200,725","$2,007,250","245,100,000",$0.0098,
"$200,774",High Volume,"20,425,001","20,430,000","$200,774","$2,007,740","245,160,000",$0.0098,
"$200,823",High Volume,"20,430,001","20,435,000","$200,823","$2,008,230","245,220,000",$0.0098,
"$200,872",High Volume,"20,435,001","20,440,000","$200,872","$2,008,720","245,280,000",$0.0098,
"$200,921",High Volume,"20,440,001","20,445,000","$200,921","$2,009,210","245,340,000",$0.0098,
"$200,970",High Volume,"20,445,001","20,450,000","$200,970","$2,009,700","245,400,000",$0.0098,
"$201,019",High Volume,"20,450,001","20,455,000","$201,019","$2,010,190","245,460,000",$0.0098,
"$201,068",High Volume,"20,455,001","20,460,000","$201,068","$2,010,680","245,520,000",$0.0098,
"$201,117",High Volume,"20,460,001","20,465,000","$201,117","$2,011,170","245,580,000",$0.0098,
"$201,166",High Volume,"20,465,001","20,470,000","$201,166","$2,011,660","245,640,000",$0.0098,
"$201,215",High Volume,"20,470,001","20,475,000","$201,215","$2,012,150","245,700,000",$0.0098,
"$201,264",High Volume,"20,475,001","20,480,000","$201,264","$2,012,640","245,760,000",$0.0098,
"$201,313",High Volume,"20,480,001","20,485,000","$201,313","$2,013,130","245,820,000",$0.0098,
"$201,362",High Volume,"20,485,001","20,490,000","$201,362","$2,013,620","245,880,000",$0.0098,
"$201,411",High Volume,"20,490,001","20,495,000","$201,411","$2,014,110","245,940,000",$0.0098,
"$201,460",High Volume,"20,495,001","20,500,000","$201,460","$2,014,600","246,000,000",$0.0098,
"$201,509",High Volume,"20,500,001","20,505,000","$201,509","$2,015,090","246,060,000",$0.0098,
"$201,558",High Volume,"20,505,001","20,510,000","$201,558","$2,015,580","246,120,000",$0.0098,
"$201,607",High Volume,"20,510,001","20,515,000","$201,607","$2,016,070","246,180,000",$0.0098,
"$201,656",High Volume,"20,515,001","20,520,000","$201,656","$2,016,560","246,240,000",$0.0098,
"$201,705",High Volume,"20,520,001","20,525,000","$201,705","$2,017,050","246,300,000",$0.0098,
"$201,754",High Volume,"20,525,001","20,530,000","$201,754","$2,017,540","246,360,000",$0.0098,
"$201,803",High Volume,"20,530,001","20,535,000","$201,803","$2,018,030","246,420,000",$0.0098,
"$201,852",High Volume,"20,535,001","20,540,000","$201,852","$2,018,520","246,480,000",$0.0098,
"$201,901",High Volume,"20,540,001","20,545,000","$201,901","$2,019,010","246,540,000",$0.0098,
"$201,950",High Volume,"20,545,001","20,550,000","$201,950","$2,019,500","246,600,000",$0.0098,
"$201,999",High Volume,"20,550,001","20,555,000","$201,999","$2,019,990","246,660,000",$0.0098,
"$202,048",High Volume,"20,555,001","20,560,000","$202,048","$2,020,480","246,720,000",$0.0098,
"$202,097",High Volume,"20,560,001","20,565,000","$202,097","$2,020,970","246,780,000",$0.0098,
"$202,146",High Volume,"20,565,001","20,570,000","$202,146","$2,021,460","246,840,000",$0.0098,
"$202,195",High Volume,"20,570,001","20,575,000","$202,195","$2,021,950","246,900,000",$0.0098,
"$202,244",High Volume,"20,575,001","20,580,000","$202,244","$2,022,440","246,960,000",$0.0098,
"$202,293",High Volume,"20,580,001","20,585,000","$202,293","$2,022,930","247,020,000",$0.0098,
"$202,342",High Volume,"20,585,001","20,590,000","$202,342","$2,023,420","247,080,000",$0.0098,
"$202,391",High Volume,"20,590,001","20,595,000","$202,391","$2,023,910","247,140,000",$0.0098,
"$202,440",High Volume,"20,595,001","20,600,000","$202,440","$2,024,400","247,200,000",$0.0098,
"$202,489",High Volume,"20,600,001","20,605,000","$202,489","$2,024,890","247,260,000",$0.0098,
"$202,538",High Volume,"20,605,001","20,610,000","$202,538","$2,025,380","247,320,000",$0.0098,
"$202,587",High Volume,"20,610,001","20,615,000","$202,587","$2,025,870","247,380,000",$0.0098,
"$202,636",High Volume,"20,615,001","20,620,000","$202,636","$2,026,360","247,440,000",$0.0098,
"$202,685",High Volume,"20,620,001","20,625,000","$202,685","$2,026,850","247,500,000",$0.0098,
"$202,734",High Volume,"20,625,001","20,630,000","$202,734","$2,027,340","247,560,000",$0.0098,
"$202,783",High Volume,"20,630,001","20,635,000","$202,783","$2,027,830","247,620,000",$0.0098,
"$202,832",High Volume,"20,635,001","20,640,000","$202,832","$2,028,320","247,680,000",$0.0098,
"$202,881",High Volume,"20,640,001","20,645,000","$202,881","$2,028,810","247,740,000",$0.0098,
"$202,930",High Volume,"20,645,001","20,650,000","$202,930","$2,029,300","247,800,000",$0.0098,
"$202,979",High Volume,"20,650,001","20,655,000","$202,979","$2,029,790","247,860,000",$0.0098,
"$203,028",High Volume,"20,655,001","20,660,000","$203,028","$2,030,280","247,920,000",$0.0098,
"$203,077",High Volume,"20,660,001","20,665,000","$203,077","$2,030,770","247,980,000",$0.0098,
"$203,126",High Volume,"20,665,001","20,670,000","$203,126","$2,031,260","248,040,000",$0.0098,
"$203,175",High Volume,"20,670,001","20,675,000","$203,175","$2,031,750","248,100,000",$0.0098,
"$203,224",High Volume,"20,675,001","20,680,000","$203,224","$2,032,240","248,160,000",$0.0098,
"$203,273",High Volume,"20,680,001","20,685,000","$203,273","$2,032,730","248,220,000",$0.0098,
"$203,322",High Volume,"20,685,001","20,690,000","$203,322","$2,033,220","248,280,000",$0.0098,
"$203,371",High Volume,"20,690,001","20,695,000","$203,371","$2,033,710","248,340,000",$0.0098,
"$203,420",High Volume,"20,695,001","20,700,000","$203,420","$2,034,200","248,400,000",$0.0098,
"$203,469",High Volume,"20,700,001","20,705,000","$203,469","$2,034,690","248,460,000",$0.0098,
"$203,518",High Volume,"20,705,001","20,710,000","$203,518","$2,035,180","248,520,000",$0.0098,
"$203,567",High Volume,"20,710,001","20,715,000","$203,567","$2,035,670","248,580,000",$0.0098,
"$203,616",High Volume,"20,715,001","20,720,000","$203,616","$2,036,160","248,640,000",$0.0098,
"$203,665",High Volume,"20,720,001","20,725,000","$203,665","$2,036,650","248,700,000",$0.0098,
"$203,714",High Volume,"20,725,001","20,730,000","$203,714","$2,037,140","248,760,000",$0.0098,
"$203,763",High Volume,"20,730,001","20,735,000","$203,763","$2,037,630","248,820,000",$0.0098,
